state,year,policy,bill_no,description,status,adopted,date_passed,branch,author,party,topic_area,direction,source,notes,coder,adoption_bin,direction1
SC,2023,lgbt_discrim_protect,H3738,"- it is illegal to discriminate on the basis of sex, gender identity, sexual orientation",2,0,-99,legislative,"Rutherford, Todd",DEM,discrimination,expansive,https://legiscan.com/SC/bill/H3738/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3738_20230118.htm,Molly,0,expansive
SC,2023,preemption_discrim_positive,H3738,"- to alleviate these problems, make a state agency to manage discrimination on basis of sexual orientation/gender identity issues",2,0,-99,legislative,"Rutherford, Todd",DEM,other,expansive,https://legiscan.com/SC/bill/H3738/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3738_20230118.htm,Molly,0,expansive
SC,2023,lgbt_discrim_protect,H3738,"- employers/employment agencies cannot fail, refuse to hire, or discharge individuals with respect to their sex, gender identity, sexual orientation",2,0,-99,legislative,"Rutherford, Todd",DEM,discrimination,expansive,https://legiscan.com/SC/bill/H3738/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3738_20230118.htm,Molly,0,expansive
SC,2023,lgbt_discrim_protect,H3738,"- employers cannot limit, segregate or classify employees or applicants on basis of sex, gender identity, sexual orientation",2,0,-99,legislative,"Rutherford, Todd",DEM,discrimination,expansive,https://legiscan.com/SC/bill/H3738/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3738_20230118.htm,Molly,0,expansive
SC,2023,lgbt_discrim_protect,H3738,"- cannot discriminate for selling/renting houses on sex, gender identity, sexual orientation",2,0,-99,legislative,"Rutherford, Todd",DEM,discrimination,expansive,https://legiscan.com/SC/bill/H3738/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3738_20230118.htm,Molly,0,expansive
SC,2023,parental_rights_general,H3485,- no employee of the State shall encourage a child to withhold information from their parents,2,0,-99,legislative,"Magnuson, Josiah",REP,education,restrictive,https://legiscan.com/SC/bill/H3485/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3485_20221208.htm,Molly,0,restrictive
SC,2023,parental_rights_general,H3485,- nor can the employees of the State withhold information from the parents,2,0,-99,legislative,"Magnuson, Josiah",REP,education,restrictive,https://legiscan.com/SC/bill/H3485/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3485_20221208.htm,Molly,0,restrictive
SC,2023,parental_rights_discussion,H3485,"- parents must give approval before any reproductive health, family life, pregnancy related class matter; and gender identity, sexual orientation, gender expression",2,0,-99,legislative,"Magnuson, Josiah",REP,education,restrictive,https://legiscan.com/SC/bill/H3485/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3485_20221208.htm,Molly,0,restrictive
SC,2023,parental_rights_medical,H3485,"- any individual performing, referring, or performing surgery, physical examinations, administering vaccines, prescribing drugs, administrering or referring mental health services must have the approval of the parent of the child",2,0,-99,legislative,"Magnuson, Josiah",REP,medical,restrictive,https://legiscan.com/SC/bill/H3485/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3485_20221208.htm,Molly,0,restrictive
SC,2023,parental_rights_medical,H3485,- parents must also consent to their children receiving telemedicine help,2,0,-99,legislative,"Magnuson, Josiah",REP,medical,restrictive,https://legiscan.com/SC/bill/H3485/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3485_20221208.htm,Molly,0,restrictive
SC,2023,parental_rights_general,S0743,"- parents have all the rights over their child
- similar to H3785, S0234, H3197",2,0,-99,legislative,"Kimbrell, Joshua",REP,education,restrictive,https://legiscan.com/SC/bill/S0743/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/743_20230419.htm,Molly,0,restrictive
SC,2023,parental_rights_general,S0743,"- employees of the State in any way cannot encourage children to withhold information from their parents about their physical, mental, emotional health
- similar to H3785, S0234, H3197",2,0,-99,legislative,"Kimbrell, Joshua",REP,education,restrictive,https://legiscan.com/SC/bill/S0743/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/743_20230419.htm,Molly,0,restrictive
SC,2023,parental_rights_medical,S0743,"- employees of the State in any way cannot encourage children to withhold information from their parents about their physical, mental, emotional health
- similar to H3785, S0234, H3197",2,0,-99,legislative,"Kimbrell, Joshua",REP,medical,restrictive,https://legiscan.com/SC/bill/S0743/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/743_20230419.htm,Molly,0,restrictive
SC,2023,parental_rights_general,S0743,"- employees of the State cannot withhold information from parents about the physical, mental, and emotional health of their children
- similar to H3785, S0234, H3197",2,0,-99,legislative,"Kimbrell, Joshua",REP,education,restrictive,https://legiscan.com/SC/bill/S0743/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/743_20230419.htm,Molly,0,restrictive
SC,2023,parental_rights_medical,S0743,"- employees of the State cannot withhold information from parents about the physical, mental, and emotional health of their children
- similar to H3785, S0234, H3197",2,0,-99,legislative,"Kimbrell, Joshua",REP,medical,restrictive,https://legiscan.com/SC/bill/S0743/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/743_20230419.htm,Molly,0,restrictive
SC,2023,parental_rights_discussion,S0743,"- parents can object to things they do not like on sexuality and exempt their children
- similar to H3785, S0234, H3197",2,0,-99,legislative,"Kimbrell, Joshua",REP,education,restrictive,https://legiscan.com/SC/bill/S0743/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/743_20230419.htm,Molly,0,restrictive
SC,2023,parental_rights_medical,S0743,"- health care providers cannot provide or perform examinations/prescriptions without obtaining parental consent
- similar to H3785, S0234, H3197",2,0,-99,legislative,"Kimbrell, Joshua",REP,medical,restrictive,https://legiscan.com/SC/bill/S0743/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/743_20230419.htm,Molly,0,restrictive
SC,2023,parental_rights_medical,S0743,"- health care providers cannot perform a medical procedure without parental written consent
- similar to H3785, S0234, H3197",2,0,-99,legislative,"Kimbrell, Joshua",REP,medical,restrictive,https://legiscan.com/SC/bill/S0743/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/743_20230419.htm,Molly,0,restrictive
SC,2023,care_restriction_minor,S0743,"- raises consent from 16 to 18 for a child to make decisions without input of the parents
- similar to H3785, S0234, H3197",2,0,-99,legislative,"Kimbrell, Joshua",REP,medical,restrictive,https://legiscan.com/SC/bill/S0743/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/743_20230419.htm,Molly,0,restrictive
SC,2023,parental_rights_medical,S0743,"- raises consent from 16 to 18 for a child to make decisions without input of the parents
- similar to H3785, S0234, H3197",2,0,-99,legislative,"Kimbrell, Joshua",REP,medical,restrictive,https://legiscan.com/SC/bill/S0743/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/743_20230419.htm,Molly,0,restrictive
SC,2023,parental_rights_general,S0234,"- parents have all the rights over their child
- similar to H3785, S0743, H3197",2,0,-99,legislative,"Loftis, Dwight",REP,education,restrictive,https://legiscan.com/SC/bill/S0234/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/234_20230208.htm,Molly,0,restrictive
SC,2023,parental_rights_medical,S0234,"- employees of the State in any way cannot encourage children to withhold information from their parents about their physical, mental, emotional health
- similar to H3785, S0743, H3197",2,0,-99,legislative,"Loftis, Dwight",REP,medical,restrictive,https://legiscan.com/SC/bill/S0234/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/234_20230208.htm,Molly,0,restrictive
SC,2023,parental_rights_general,S0234,"- employees of the State in any way cannot encourage children to withhold information from their parents about their physical, mental, emotional health
- similar to H3785, S0743, H3197",2,0,-99,legislative,"Loftis, Dwight",REP,education,restrictive,https://legiscan.com/SC/bill/S0234/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/234_20230208.htm,Molly,0,restrictive
SC,2023,forced_outing,S0234,"- employees of the State cannot withhold information from parents about the physical, mental, and emotional health of their children
- similar to H3785, S0743, H3197",2,0,-99,legislative,"Loftis, Dwight",REP,education,restrictive,https://legiscan.com/SC/bill/S0234/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/234_20230208.htm,Molly,0,restrictive
SC,2023,parental_rights_general,S0234,"- employees of the State cannot withhold information from parents about the physical, mental, and emotional health of their children
- similar to H3785, S0743, H3197",2,0,-99,legislative,"Loftis, Dwight",REP,education,restrictive,https://legiscan.com/SC/bill/S0234/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/234_20230208.htm,Molly,0,restrictive
SC,2023,parental_rights_medical,S0234,"- employees of the State cannot withhold information from parents about the physical, mental, and emotional health of their children
- similar to H3785, S0743, H3197",2,0,-99,legislative,"Loftis, Dwight",REP,medical,restrictive,https://legiscan.com/SC/bill/S0234/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/234_20230208.htm,Molly,0,restrictive
SC,2023,parental_rights_discussion,S0234,"- parents can object to things they do not like on sexuality and exempt their children
- similar to H3785, S0743, H3197",2,0,-99,legislative,"Loftis, Dwight",REP,education,restrictive,https://legiscan.com/SC/bill/S0234/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/234_20230208.htm,Molly,0,restrictive
SC,2023,parental_rights_medical,S0234,"- health care providers cannot provide or perform examinations/prescriptions without obtaining parental consent
- similar to H3785, S0743, H3197",2,0,-99,legislative,"Loftis, Dwight",REP,medical,restrictive,https://legiscan.com/SC/bill/S0234/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/234_20230208.htm,Molly,0,restrictive
SC,2023,parental_rights_general,H3197,"- parents have all powerful control over their children
- similar to H3785, S0743, S0234",2,0,-99,legislative,"Burns, James",REP,education,restrictive,https://legiscan.com/SC/bill/H3197/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3197_20221208.htm,Molly,0,restrictive
SC,2023,parental_rights_general,H3197,"- no employees of the State can encourage a child to withhold information from their parents on their physical, emotional, and mental health
- similar to H3785, S0743, S0234",2,0,-99,legislative,"Burns, James",REP,education,restrictive,https://legiscan.com/SC/bill/H3197/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3197_20221208.htm,Molly,0,restrictive
SC,2023,parental_rights_medical,H3197,"- no employees of the State can encourage a child to withhold information from their parents on their physical, emotional, and mental health
- similar to H3785, S0743, S0234",2,0,-99,legislative,"Burns, James",REP,medical,restrictive,https://legiscan.com/SC/bill/H3197/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3197_20221208.htm,Molly,0,restrictive
SC,2023,parental_rights_general,H3197,"- no employees of the State can withhold information from a parent about their child's physical, emotional, and mental health
- similar to H3785, S0743, S0234",2,0,-99,legislative,"Burns, James",REP,education,restrictive,https://legiscan.com/SC/bill/H3197/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3197_20221208.htm,Molly,0,restrictive
SC,2023,parental_rights_medical,H3197,"- no employees of the State can withhold information from a parent about their child's physical, emotional, and mental health
- similar to H3785, S0743, S0234",2,0,-99,legislative,"Burns, James",REP,medical,restrictive,https://legiscan.com/SC/bill/H3197/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3197_20221208.htm,Molly,0,restrictive
SC,2023,parental_rights_discussion,H3197,"- parental objection for class topics on gender expression/identty, sexual orientation
- similar to H3785, S0743, S0234",2,0,-99,legislative,"Burns, James",REP,education,restrictive,https://legiscan.com/SC/bill/H3197/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3197_20221208.htm,Molly,0,restrictive
SC,2023,parental_rights_medical,H3197,"- health care providers cannot perform a medical procedure on a child without parental approval
- similar to H3785, S0743, S0234",2,0,-99,legislative,"Burns, James",REP,medical,restrictive,https://legiscan.com/SC/bill/H3197/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3197_20221208.htm,Molly,0,restrictive
SC,2023,care_restriction_minor,H3197,"- minors who reach 18 (increased from 16) may consent to health services without anyone else unless the operation is essential to the health/life of the child
- similar to H3785, S0743, S0234",2,0,-99,legislative,"Burns, James",REP,medical,restrictive,https://legiscan.com/SC/bill/H3197/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3197_20221208.htm,Molly,0,restrictive
SC,2023,parental_rights_medical,H3197,"- minors who reach 18 (increased from 16) may consent to health services without anyone else unless the operation is essential to the health/life of the child
- similar to H3785, S0743, S0234",2,0,-99,legislative,"Burns, James",REP,medical,restrictive,https://legiscan.com/SC/bill/H3197/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3197_20221208.htm,Molly,0,restrictive
SC,2023,care_ban_minor,S0274,"- bans someone younger than 21 from undergoing GAC
- nearly identical to S0627",2,0,-99,legislative,"Verdin, Danny",REP,medical,restrictive,https://legiscan.com/SC/bill/S0274/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/274_20230209.htm,Molly,0,restrictive
SC,2023,liability_extension,S0274,"- bans physicians from performing GAC treatments
- nearly identical to S0627",2,0,-99,legislative,"Verdin, Danny",REP,medical,restrictive,https://legiscan.com/SC/bill/S0274/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/274_20230209.htm,Molly,0,restrictive
SC,2023,care_restriction_adult,S0274,"- places restrictions on people 21+ who want GAC for referrals from medical professionals
- nearly identical to S0627",2,0,-99,legislative,"Verdin, Danny",REP,medical,restrictive,https://legiscan.com/SC/bill/S0274/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/274_20230209.htm,Molly,0,restrictive
SC,2023,promotion_ban,S0274,"- no public funds for GAC
- nearly identical to S0627",2,0,-99,legislative,"Verdin, Danny",REP,other,restrictive,https://legiscan.com/SC/bill/S0274/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/274_20230209.htm,Molly,0,restrictive
SC,2023,,S0274,"- health ed programs may include language about gender dysphoria, etc. but should encourage students to see health care professionals and to not encourage them from getting GAC
- nearly identical to S0627",2,0,-99,legislative,"Verdin, Danny",REP,education,restrictive,https://legiscan.com/SC/bill/S0274/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/274_20230209.htm,Molly,0,restrictive
SC,2023,forced_outing,S0274,"- teachers/public school employees are required to notify parents/legal guardians if they suspect or know that a student suffers from gender dysphoria
- nearly identical to S0627",2,0,-99,legislative,"Verdin, Danny",REP,education,restrictive,https://legiscan.com/SC/bill/S0274/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/274_20230209.htm,Molly,0,restrictive
SC,2023,parental_rights_general,S0274,"- teachers/public school employees are required to notify parents/legal guardians if they suspect or know that a student suffers from gender dysphoria
- nearly identical to S0627",2,0,-99,legislative,"Verdin, Danny",REP,education,restrictive,https://legiscan.com/SC/bill/S0274/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/274_20230209.htm,Molly,0,restrictive
SC,2023,dei_ban,S0246,"- no ""CRT"" or promoting DEI; it's the same old stuff that's come up 30x about no gender/race is better, no one should feel guilty about the past, etc.",2,0,-99,legislative,"Kimbrell, Joshua",REP,other,restrictive,https://legiscan.com/SC/bill/S0246/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/246_20221201.htm,Molly,0,restrictive
SC,2023,hate_crimes_prohibition,S0072,"- I think this is saying that its adding ""statuatory aggravating circumstances"" where a murder is committed against someone because of race, sexual orientation, gender, identity, etc.",2,0,-99,legislative,"Malloy, Gerald",DEM,safety,restrictive,https://legiscan.com/SC/bill/S0072/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/72_20230727.htm,Molly,0,restrictive
SC,2023,dei_ban,H4290,- public institutions of higher learning may not make DEI mandatory to anyone,2,0,-99,legislative,"Magnuson, Josiah",REP,education,restrictive,https://legiscan.com/SC/bill/H4290/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/4290_20230406.htm,Molly,0,restrictive
SC,2023,dei_ban,H4290,"- no diversity statements, no preferential consideration for opinions expressed/action taken on DEI matters but they can grant preference for admission on the basis of race, sex, ethnicity, etc.",2,0,-99,legislative,"Magnuson, Josiah",REP,education,restrictive,https://legiscan.com/SC/bill/H4290/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/4290_20230406.htm,Molly,0,restrictive
SC,2023,dei_reporting,H4290,- must report to federal officials (House/Senate) all salaries and operating costs associated with any DEI programs at institutions,2,0,-99,legislative,"Magnuson, Josiah",REP,education,restrictive,https://legiscan.com/SC/bill/H4290/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/4290_20230406.htm,Molly,0,restrictive
SC,2023,dei_ban,S0833,"- people are discriminating for subjecting students/employees to training that promotes/advances DEI/CRT
- CRT is defined as promoting programming that teaches people that one race should feel guilty, etc. bias, etc.
- I think this is mostly the same language as H4290",2,0,-99,legislative,"Verdin, Danny",REP,education,restrictive,https://legiscan.com/SC/bill/S0833/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/833_20230614.htm,Molly,0,restrictive
SC,2023,dei_ban,S0833,"- no diversity statements
- I think this is mostly the same language as H4290",2,0,-99,legislative,"Verdin, Danny",REP,education,restrictive,https://legiscan.com/SC/bill/S0833/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/833_20230614.htm,Molly,0,restrictive
SC,2023,dei_ban,S0833,"- public institutions of higher education cannot grant/deny admission or benefits based on DEI statements
- I think this is mostly the same language as H4290",2,0,-99,legislative,"Verdin, Danny",REP,education,restrictive,https://legiscan.com/SC/bill/S0833/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/833_20230614.htm,Molly,0,restrictive
SC,2023,dei_reporting,S0833,"- must issue reports to federal officials (House/Senate) with DEI operating costs
- I think this is mostly the same language as H4290",2,0,-99,legislative,"Verdin, Danny",REP,education,restrictive,https://legiscan.com/SC/bill/S0833/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/833_20230614.htm,Molly,0,restrictive
SC,2023,dei_ban,S0833,"- public institutions of higher learning cannot require diversity statements and cannot give preferential treatment based on race, gender identity, sexual orientation, etc.
- I think this is mostly the same language as H4290",2,0,-99,legislative,"Verdin, Danny",REP,education,restrictive,https://legiscan.com/SC/bill/S0833/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/833_20230614.htm,Molly,0,restrictive
SC,2023,birth_certificate_negative,H3771,"- an individual's gender on a birth certifiate cannot be amended, modified, corrected, or otherwise changed
- similar to S624, etc.",2,0,-99,legislative,"Long, Steven",REP,legal_recognition,restrictive,https://legiscan.com/SC/bill/H3771/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3771_20230124.htm,Molly,0,restrictive
SC,2023,lgbt_discim_protect,H4212,"- an employer cannot pay an employee less due to race, gender identity, sexual orientation, etc.",2,0,-99,legislative,"Dillard, Chandra",DEM,discrimination,expansive,https://legiscan.com/SC/bill/H4212/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/4212_20230329.htm,Molly,0,expansive
SC,2023,hate_crimes_prohibition,H3014,"- when someone who commits a violent crime and there is beyond a reasonable doubt that it's done because of seuxal orientation, they can be punished more
- tagged as being similar to S0615, S0003, H3005, H3020, S0296",2,0,-99,legislative,"Gilliard, Wendell",DEM,safety,expansive,https://legiscan.com/SC/bill/H3014/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3014_20230301.htm,Molly,0,expansive
SC,2023,hate_crimes_prohibition,S0615,"- when someone who commits a violent crime and there is beyond a reasonable doubt that it's done because of seuxal orientation, they can be punished more
- tagged as being similar to S0003, S0296, H3005, H3020, H3014",2,0,-99,legislative,"Hutto, Bradley",DEM,safety,expansive,https://legiscan.com/SC/bill/S0615/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/615_20230309.htm,Molly,0,expansive
SC,2023,hate_crimes_prohibition,S0003,"- when someone or a mob who commits a violent crime and there is beyond a reasonable doubt that it's done because of seuxal orientation, they can be punished more
- very similar to H3014, S0615, H3005, H3020, S0296",2,0,-99,legislative,"Jackson, Darrell",DEM,safety,expansive,https://legiscan.com/SC/bill/S0003/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3_20230208.htm,Molly,0,expansive
SC,2023,hate_crimes_prohibition,H3005,"- when someone commits a violent crime and they can prove beyond a reasonable doubt that it was against a person/property on behalf of sexual orientation there are additional penalties
- this one discusses stalking and property infringements while the others don't
- overall very similar to S0003, S3014, S0615, S0296, H3020",2,0,-99,legislative,"Carter, Jerry",REP,safety,expansive,https://legiscan.com/SC/bill/H3005/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3005_20221208.htm,Molly,0,expansive
SC,2023,hate_crimes_prohibition,H3020,"- when someone commits a violent crime against a person or their property and they can prove beyond a reasonable doubt that it was because of sexual orientation there are additional penalties
- defines sexual orientation as homo/heterosexuality and gender identity/expression where the others don't
- overall very similar to  H3014, S0615, S0003, H3005, S0296",2,0,-99,legislative,"King, John",DEM,safety,expansive,https://legiscan.com/SC/bill/H3020/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3020_20221208.htm,Molly,0,expansive
SC,2023,hate_crimes_prohibition,S0296,"- when someone who commits a violent crime and there is beyond a reasonable doubt that it's done because of seuxal orientation, they can be punished more
- this is different from the others that it includes specific monetary fines that can be levelled, and it adds a provision that if property is damaged then it can also be punishable
- tagged as being similar to H3014, S0615, S0003, H3005, H3020",2,0,-99,legislative,"Allen, Karl",DEM,safety,expansve,https://legiscan.com/SC/bill/S0296/2023,scstatehouse.gov/sess125_2023-2024/prever/296_20230209.htm,Molly,0,expansive
SC,2023,sports_allow,S0150,"- same as S0161, H3616, H4125
- students who attend private or charter schools may not be denied by public school to try out for and participate in a program if their school does not offer a sport for the student's gender",2,0,-99,legislative,"Turner, Ross",REP,sports,neutral,https://legiscan.com/SC/bill/S0150/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/150_20221130.htm,Molly,0,neutral
SC,2023,sports_allow,S0161,"- same as S0150, H3616, H4125
- students who attend private or charter schools may not be denied by public school to try out for and participate in a program if their school does not offer a sport for the student's gender",2,0,-99,legislative,"Young, Thomas",REP,sports,neutral,https://legiscan.com/SC/bill/S0161/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/161_20221130.htm,Molly,0,neutral
SC,2023,sports_allow,H3616,"- same as S0150, S0161, H4125
- students who attend private or charter schools may not be denied by public school to try out for and participate in a program if their school does not offer a sport for the student's gender",2,0,-99,legislative,"Guffey, Brandon",REP,sports,neutral,https://legiscan.com/SC/bill/H4125/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/4125_20230309.htm,Molly,0,neutral
SC,2023,sports_allow,H4125,"- same as S0150, S0161, H3616 
- students who attend private or charter schools may not be denied by public school to try out for and participate in a program if their school does not offer a sport for the student's gender",2,0,-99,legislative,"Guffey, Brandon",REP,sports,neutral,https://legiscan.com/SC/bill/H4125/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/4125_20230309.htm,Molly,0,neutral
SC,2023,hate_crimes_prohibition,H3356,"- create a hate crimes database for individuals who have been convicted for crimes on person's race, ethnicity, gender/identity, sexual orientation, etc.",2,0,-99,legislative,"King, John",DEM,safety,expansive,https://legiscan.com/SC/bill/H3356/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3356_20221208.htm,Molly,0,expansive
SC,2023,anti_esg,H3564,"- the state government/its entities may not contract with a company that uses environmental, social, and governance standards ie. takes a stand for social issues
- does not want to deal with companies that will then sever/perform an economic boycott for SC not facilitating access to GAC",2,0,-99,legislative,"Gilliam, Doug",REP,economics,restrictive,https://legiscan.com/SC/bill/H3564/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3564_20221215.htm,Molly,0,restrictive
SC,2023,anti_esg,H3565,"- seems similar to H3564 except it's for fiduciaries?
- I think it's saying that a fiduciary can be sanctioned or limited if it provides access to abortion/GAC",2,0,-99,legislative,"Gilliam, Doug",REP,economics,restrictive,https://legiscan.com/SC/bill/H3565/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3565_20221215.htm,Molly,0,restrictive
SC,2023,decency_laws,S0506,"- mirror to H3826, very similar to H3706 
- it does not explicitly ban drag performances or say anything of the sort, but the way it discusses obscene content and how if the average adult person finds ""any portion of the material or performance offensive"" or unsuitable to minors, it feels related
- includes extra language regarding plausible deniability by the church",2,0,-99,legislative,"Adams, Brian",REP,public_presence,restrictive,https://legiscan.com/SC/bill/S0506/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/506_20230208.htm,Molly,0,restrictive
SC,2023,decency_laws,H3706,"- slightly different from S0506 and H3826
- does not explicitly ban drag performances but the way obscenity is discussed could make it qualified for this categorization
- more specific punishments on those hosting or performing the actions that are considered to be obscene",2,0,-99,legislative,"Beach, Thomas",REP,public_presence,restrictive,https://legiscan.com/SC/bill/H3706/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3706_20230117.htm,Molly,0,restrictive
SC,2023,decency_laws,H3826,"- more similar to S0506, shares lots of content with H3706
- discusses obscene content and how it can be judged as obscene by average adult opinions, all about protecting minors",2,0,-99,legislative,"Smith, Marvin",REP,public_presence,restrictive,https://legiscan.com/SC/bill/H3826/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3826_20230208.htm,Molly,0,restrictive
SC,2023,inclusive_language,H3486,"- contains specific language involving outreach to encourage racial, ethnic, and gender diversity in SC medical cannabis industry
- given the amount of bills that explicitly prohibit this it's interesting to see it flagged as something to be encouraged here",2,0,-99,legislative,"Herbkersman, William",REP,other,expansive,https://legiscan.com/SC/bill/H3486/2023,https://www.scstatehouse.gov/sess125_2023-2024/prever/3486_20221208.htm,Molly,0,expansive
,,,,,,,,,,,,,,,Molly,,
,,,,,,,,,,,,,,,Molly,,
WV,2023,promotion_ban,SB697,- prohibits taxpayer subsidization of gender transition treatments,2,0,-99,legislative,"Azinger, Mike",REP,medical,restrictive,https://legiscan.com/WV/bill/SB697/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=sb697%20intr.htm&yr=2023&sesstype=RS&i=697,Molly,0,restrictive
WV,2023,care_ban_minor,SB697,"- makes it unlawful for medical professionals to provide GAC for a minor 
- individuals who counsel, advise, etc. in accordance with conscience cannot be punished as long as they don't induce gender dysphoria (can someone clarify the phrasing for me 16-2s-3) 
- basically saying that you can't provide counseling for people struggling with gender identity",2,0,-99,legislative,"Azinger, Mike",REP,medical,restrictive,https://legiscan.com/WV/bill/SB697/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=sb697%20intr.htm&yr=2023&sesstype=RS&i=697,Molly,0,restrictive
WV,2023,care_restriction_minor,SB697,"- makes it unlawful for medical professionals to provide GAC for a minor 
- individuals who counsel, advise, etc. in accordance with conscience cannot be punished as long as they don't induce gender dysphoria (can someone clarify the phrasing for me 16-2s-3) 
- basically saying that you can't provide counseling for people struggling with gender identity",2,0,-99,legislative,"Azinger, Mike",REP,medical,restrictive,https://legiscan.com/WV/bill/SB697/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=sb697%20intr.htm&yr=2023&sesstype=RS&i=697,Molly,0,restrictive
WV,2023,legal_recognition_negative,SB697,"- restricting sex to identity assigned at birth
- includes drag/being trans as ""sexual deviation"" with things like pedophilia, etc.",2,0,-99,legislative,"Azinger, Mike",REP,legal_recognition,restrictive,https://legiscan.com/WV/bill/SB697/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=sb697%20intr.htm&yr=2023&sesstype=RS&i=697,Molly,0,restrictive
WV,2023,dei_ban,HB3503,"- no diversity statements can be required as part of an admissions or application process
- no public institution of higher education can give preference to ANYONE on basis of diversity (race, gender, sexual orientation, etc.)
- public institutions cannot mandate diversity training
- if public institutions do mandate diversity training they can lose federal funding, cannot use financial gifts in furtherance of this
- puts in place punishments for those who violate it",2,0,-99,legislative,"Pritt, Chris",REP,education,restrictive,https://legiscan.com/WV/bill/HB3503/2023,http://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb3503%20intr.htm&yr=2023&sesstype=RS&i=3503,Molly,0,restrictive
