state,year,policy,bill_no,description,status,adopted,date_passed,branch,author,party,topic_area,direction,source,notes,coder,adoption_bin,direction1,topic1
FL,2023,liability_extension,SB254,"impliments a 20 year period of civil liability for those who provide gender affirming care to minors, with some exceptions for individuals grandfathered in",3,1,1684281600,legislative,"Health Policy; Yarborough, Clay",GOP,medical,restricting,https://www.flsenate.gov/Session/Bill/2023/254,HB1421 is a similar but not identical twin bill.  ACLU Statement: https://www.aclufl.org/en/legislation/sb-254-punishing-parents-providing-gender-affirming-care-their-kids,Margot,1,restrictive,Health
FL,2023,divisive_content_ban,SB266,"bans state institutions of higher education from teaching that racism, sexism, and privilege are inherent to American institutions.",3,1,1684108800,legislative,"Fiscal Policy; Appropriations Committee on Education; Education Postsecondary; Grall, Erin",GOP,education,restricting,https://www.flsenate.gov/Session/Bill/2023/266,HB 999 is a similar but not identical twin bill.  ACLU Statement: https://www.aclufl.org/en/legislation/hb-999sb-266-higher-education-censorship-and-government-control-bill,Margot,1,restrictive,Education
FL,2023,dei_ban,SB266,prohibits state institutions of higher education from having dei programs,3,1,1684108800,legislative,"Fiscal Policy; Appropriations Committee on Education; Education Postsecondary; Grall, Erin",GOP,other,restricting,https://www.flsenate.gov/Session/Bill/2023/266,HB 999 is a similar but not identical twin bill.  ACLU Statement: https://www.aclufl.org/en/legislation/hb-999sb-266-higher-education-censorship-and-government-control-bill,Margot,1,restrictive,Other
FL,2023,era_ratification,SB270,ratifies the equal rights amendment,1,0,-99,legislative,"Joseph, Dotie; Eskamani, Anna; Berman, Lori; Polsky, Tina",DEM,discrimination,expanding,https://www.flsenate.gov/Session/Bill/2023/513,HB513 is an identical twin bill.,Margot,0,expansive,Discrimination
FL,2023,hate_crimes_prohibition,SB276,"adds ""gender"" and ""gender identity"" to the list of characteristics in hate crime law and defines ""gender identity""",1,0,-99,legislative,"Berman, Lori",DEM,safety,expanding,https://www.flsenate.gov/Session/Bill/2023/276,Very similar to HB,Margot,0,expansive,Safety
FL,2023,hate_crimes_prohibition,SB330,"adds actual/precieved ""gender"" and ""gender identity or expression"" to list of characteristics in hate crime law and defines those terms.  defines ""gender"" as agab.",1,0,-99,legislative,"Osgood, Rosalind",DEM,safety,expanding,https://www.flsenate.gov/Session/Bill/2023/330,,Margot,0,expansive,Safety
FL,2023,decency_laws,SB472,"requires that commercial entities who put ""material harmful to minors"" online must perform age verification.  defines ""material harmful to minors"" to include anything that ""panders to the prurient interest""",1,0,-99,legislative,"Garcia, Ileana",GOP,public_presence,restricting,https://www.flsenate.gov/Session/Bill/2023/472,,Margot,0,restrictive,Public_Precence
FL,2023,pride_flag_ban,SB668,requires that only certain flags be flown on government buildings,1,0,-99,legislative,"Collins, Jay",GOP,other,restricting,https://www.flsenate.gov/Session/Bill/2023/668,HB1011 is a functionally similar but not identical twin bill.  Article about LGBT activists opposing the bills: https://floridapolitics.com/archives/603823-grassroots-lgbtq-groups-platform-lets-fingers-do-the-walking-to-tallahassee/,Margot,0,restrictive,Other
FL,2023,require_detrans_care,SB952,"requires that employers who cover any portion of gac cover the entirety of detransition care, regardless of if the individual recieving such care is no longer affiliated with the employer.",1,0,-99,legislative,"Ingoglia, Blaise",GOP,medical,restricting,https://www.flsenate.gov/Session/Bill/2023/952,HB1265 is an identical twin bill.,Margot,0,restrictive,Health
FL,2023,decency_laws,SB1438,bans performances that appeal to the prurient interest in the presense of minors,3,1,1684281600,legislative,"Yarborough, Clay",GOP,public_presence,restricting,https://www.flsenate.gov/Session/Bill/2023/1438,HB1423 is an identical twin bill.,Margot,1,restrictive,Public_Precence
FL,2023,deny_healthcare_beliefs,SB1580,"allows health care providors and health care payors to opt out of providing/paying for care that violates their religous, ethical, and/or moral beliefs.  also prohibits ""discrimination"" against a person or entity for refusing to provide/pay for care that violates their beliefs.",3,1,1683763200,legislative,"Rules; Trumbull, Jay",GOP,medical,restricting,https://www.flsenate.gov/Session/Bill/2023/1580,HB1403 is a similar but not identical twin bill.  ACLU Statement: https://www.aclufl.org/en/press-releases/aclu-florida-condemns-passage-bill-enables-discrimination-healthcare  HRC Statement: https://www.hrc.org/press-releases/breaking-gov-desantis-signs-extreme-license-to-discriminate-healthcare-bill,Margot,1,restrictive,Health
GA,2023,lgbt_discrim_protect,HB108,"prohibits discrimination in housing, public accomadations, and employment on the basis of sexual orientation and gender identity",1,0,-99,legislative,"Scott, Sandra; Davis, Viola; Schoefield, Kim",DEM,discrimination,expanding,https://legiscan.com/GA/bill/HB108/2023,Very comprehensive bill.,Margot,0,expansive,Discrimination
GA,2023,bias_training_require,HB114,"requires that law enforcement officers complete trainings on implicit bias in regards to gender and sexual orientation, among other characteristics",1,0,-99,legislative,"Scott, Sandra; Davis, Viola; Schoefield, Kim",DEM,other,expanding,https://legiscan.com/GA/bill/HB114/2023,,Margot,0,expansive,Other
GA,2023,lgbt_discrim_protect,HB115,"bans law enforcement agencies from engaging in racial profiling, and defines racial profiling to include profiling based on actual/precieved gender identity or sexual orientation",1,0,-99,legislative,"Scott, Sandra; Davis, Viola; Schoefield, Kim; Williams, Al; Mughal, Farooq",DEM,discrimination,expanding,https://legiscan.com/GA/bill/HB115/2023,,Margot,0,expansive,Discrimination
GA,2023,lgbt_discrim_protect,HB323,"prohibits discrimination in housing on the basis of sexual orientation, gender identity, and gender expression",1,0,-99,legislative,"Scott, Sandra; Davis, Viola; Schoefield, Kim",DEM,discrimination,expanding,https://legiscan.com/GA/bill/HB323/2023,Very comprehensive bill.,Margot,0,expansive,Discrimination
GA,2023,decency_laws,HB338,"prohibits school techonology from allowing minors to view content that ""appeals to the prurient interest.""  Defines ""harmful to minors"" and ""obscene material' as material that ""appeals to the prurient interest""",1,0,-99,legislative,"Erwin, Chris; Jones, Jan; Dubnik, Matt; Mathiak, Karen; Smith, Lynn; McDonald, Lauren",GOP,public_presence,restricting,https://legiscan.com/GA/bill/HB338/2023,,Margot,0,restrictive,Public_Precence
GA,2023,inclusive_practices,HB433,"requires that a statement be attached to each proposed bill that provides information relating to equity, in regards to marginalized communities including people of a marginalized ""sexual orientation or identity",1,0,-99,legislative,"Schofield, Kim; Beverly, James; Scott, Sandra; Davis, Viola; Bennett, Karen",DEM,other,expanding,https://legiscan.com/GA/bill/HB433/2023,,Margot,0,expansive,Other
GA,2023,divisive_content_ban,HB506,"prohibits school accrediting agencies from advocating for divisive concepts, as defined by the Georgia Code Section 20-1-11 to include concepts commonly referred to as ""crt.""  Sex or gender are not specifically mentioned.",1,0,-99,legislative,"Ehrhart, Ginny; Erwin, Chris; Jasperse, Rick; Knight, David; Dubnik, Matt",GOP,education,restricting,https://legiscan.com/GA/bill/HB506/2023,,Margot,0,restrictive,Education
GA,2023,lgbt_discrim_protect,HB679,adds sexual orientation and gender identity to housing and public accomadations anti-discrimination law,1,0,-99,legislative,"Scott, Sandra; Schofield, Kim; Davis, Viola",DEM,discrimination,expanding,https://legiscan.com/GA/bill/HB679/2023,SB319 is similar but not identical.,Margot,0,expansive,Discrimination
GA,2023,school_accom_restriction,HB836,"requires that students use school bathrooms, changing rooms, and sleeping quarters on overnight trips based on their sex assigned at birth",1,0,-99,legislative,"Scoggins, Mitchell; Gullett, Joseph; Bonner, Josh; Kelley, Trey; Knight, David; Momtahan, Martin",GOP,education,restricting,https://legiscan.com/GA/bill/HB836/2023,,Margot,0,restrictive,Education
GA,2023,parental_rights_discussion,SB88,"bans any instructional adult from attempting to ascertain a child's gender identity or sexual orientation, or from discussing such topics if the child brings them up without the consent of a parent/guardian",1,0,-99,legislative,"Summers, Carden; et al.",GOP,education,restricting,https://legiscan.com/GA/bill/SB88/2023,,Margot,0,restrictive,Education
GA,2023,decency_laws,SB88,"bans individuals from providing instruction to a child while dressed in a ""sexually explicit manner"" without consent of the child's parent/guardian",1,0,-99,legislative,"Summers, Carden; et al.",GOP,education,restricting,https://legiscan.com/GA/bill/SB88/2023,,Margot,0,restrictive,Education
GA,2023,care_ban_minor,SB141,bans gender affirming care for minors,1,0,-99,legislative,"Dixon, Clint; et al.",GOP,medical,restricting,https://legiscan.com/GA/bill/SB141/2023,HB653 is an identical bill.,Margot,0,restrictive,Health
GA,2023,liability_extension,SB141,extends the period of liability of providers of gender affirming care for minors to the time when the recipient of the care reaches the age of 38,1,0,-99,legislative,"Dixon, Clint; et al.",GOP,medical,restricting,https://legiscan.com/GA/bill/SB141/2023,HB653 is an identical bill.,Margot,0,restrictive,Health
GA,2023,forced_outing,SB141,"prohibits a school faculty member from hiding a student's non-cis identity from their parents, or encouraging the student to hide their non-cis identity from their parents",1,0,-99,legislative,"Dixon, Clint; et al.",GOP,education,restricting,https://legiscan.com/GA/bill/SB141/2023,HB653 is an identical bill.,Margot,0,restrictive,Education
TX,2023,student_sport_retribution,HB23,"Amends previous sports ban to allow for a private cause of action for those harmed by trans inclusive sports policies at public/charter K-12 schools, as well as private schools who participate in sports with public/charter schools.",2,0,-99,legislative,"Swanson, Valoree; Slawson, Shelby; et al.",GOP,sports,restricting,https://legiscan.com/TX/bill/HB23/2023,Similar to SB15 and SB649.,Margot,0,restrictive,Sports
TX,2023,sports_ban,HB23,Requires that people participate in the sports team corresponding with their agap in public institutions of higher education.,2,0,-99,legislative,"Swanson, Valoree; Slawson, Shelby; et al.",GOP,sports,restricting,https://legiscan.com/TX/bill/HB23/2023,Similar to SB15 and SB649.,Margot,0,restrictive,Sports
TX,2023,care_ban_minor,HB41,Bans gender affirming care for minors.,2,0,-99,legislative,"Toth, Steve; Bumgarner, Ben; et al.",GOP,medical,restricting,https://legiscan.com/TX/bill/HB41/2023,Very similar to SB250.,Margot,0,restrictive,Health
TX,2023,liability_extension,HB41,Prevents liability insurance for health care providers from providing coverage related to the performing of gender affirming care for minors.,2,0,-99,legislative,"Toth, Steve; Bumgarner, Ben; et al.",GOP,medical,restricting,https://legiscan.com/TX/bill/HB41/2023,Very similar to SB250.,Margot,0,restrictive,Health
TX,2023,care_ban_minor,HB42,Defines both gender affirming care and gender affirming counseling for minors as child abuse.,2,0,-99,legislative,"Slaton, Bryan; Cain, Briscoe; et al.",GOP,medical,restricting,https://legiscan.com/TX/bill/HB42/2023,,Margot,0,restrictive,Health
TX,2023,care_ban_minor,HB122,Bans gender affirming care for minors by declaring it a felony.,2,0,-99,legislative,"Toth, Steve; Bumgarner, Ben; et al.",GOP,medical,restricting,https://legiscan.com/TX/bill/HB122/2023,,Margot,0,restrictive,Health
TX,2023,liability_extension,HB122,Prevents liability insurance for health care providers from providing coverage related to the performing of gender affirming care for minors.,2,0,-99,legislative,"Toth, Steve; Bumgarner, Ben; et al.",GOP,medical,restricting,https://legiscan.com/TX/bill/HB122/2023,,Margot,0,restrictive,Health
TX,2023,lgbt_discrim_protect,HB256,"Bans discrimination against individuals based on gender identity or sexual orientation in many areas, including public accomadations, state contracting, employment, and housing by adding those characters to existing anti-discrimination laws.  Also establishes a cause of action in some cases.",2,0,-99,legislative,"Bernal, Diego",DEM,discrimination,expanding,https://legiscan.com/TX/bill/HB256/2023,"Very similar to HB850, except that HB250 uses ""gender identity or expression"" instead of ""gender identity.""",Margot,0,expansive,Discrimination
TX,2023,lgbt_discrim_protect,HB265,Bans discrimination against individuals based on gender identity or sexual orientation in housing by addiding those characteristics to existing anti-housing-discrimination law.,2,0,-99,legislative,"Bernal, Diego",DEM,discrimination,expanding,https://legiscan.com/TX/bill/HB265/2023,,Margot,0,expansive,Discrimination
TX,2023,deny_healthcare_beliefs,HB319,A healthcare provider my decline to provide or participate in providing non-emergency healthcare that goes against their religous or moral beliefs.,2,0,-99,legislative,"Oliverson, Tom; Anderson, Charles; et al.",GOP,medical,restricting,https://legiscan.com/TX/bill/HB319/2023,,Margot,0,restrictive,Health
TX,2023,inclusive_practices,HB428,Creates a task force to evaluate the housing needs of LGBTQ+ senior citizens.,2,0,-99,legislative,"Lopez, Ray; Gonzalez, Jessica; et al.",DEM,other,expanding,https://legiscan.com/TX/bill/HB428/2023,,Margot,0,expansive,Other
TX,2023,care_ban_minor,HB436,"Defines administering, supplying, consenting to, or assisting with gender affirming care on a minor as child abuse.",2,0,-99,legislative,"Patterson, Jared",GOP,medical,restricting,https://legiscan.com/TX/bill/HB436/2023,This bill is identical to part of HB672.,Margot,0,restrictive,Health
TX,2023,lgbt_discrim_protect,HB486,Bans discrimination based on sexual orientation or gender identity when selecting volunteer deputy voter reistrars.,2,0,-99,legislative,"Meza, Terry",DEM,discrimination,expanding,https://legiscan.com/TX/bill/HB486/2023,,Margot,0,expansive,Discrimination
TX,2023,conversion_therapy_restriction,HB496,Bans health insurance from covering conversion therapy for sexual orientation (and for gender identity in the case that an attempt to change one's gender identity is part of an effort to make them heterosexual).,2,0,-99,legislative,"Meza, Terry; Morales Shaw, Penny",DEM,medical,expanding,https://legiscan.com/TX/bill/HB496/2023,,Margot,0,expansive,Health
TX,2023,anti_bullying_protections,HB498,Adds harassment against individuals based on their actual/precived sexual orientation or gender identity to definition of bullying in school bullying pevention.,2,0,-99,legislative,"Meza, Terry; Morales Shaw, Penny",DEM,education,expanding,https://legiscan.com/TX/bill/HB498/2023,,Margot,0,expansive,Education
TX,2023,forced_outing,HB631,Schools must inform a student's parents/guardians if there is a change in the monitoring relating to a students mental health.  This may function as forced outing.,2,0,-99,legislative,"Toth, Steve; Cain, Briscoe; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/HB631/2023,,Margot,0,restrictive,Education
TX,2023,discussion_ban,HB631,Prohibits instruction on sexual orientation or gender identity in grades K-5.,2,0,-99,legislative,"Toth, Steve; Cain, Briscoe; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/HB631/2023,,Margot,0,restrictive,Education
TX,2023,discussion_restriction,HB631,"Prohibits school instruction on sexual orientation or gender identity that is not ""age-appropriate.""",2,0,-99,legislative,"Toth, Steve; Cain, Briscoe; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/HB631/2023,,Margot,0,restrictive,Education
TX,2023,drag_restriction,HB643,"Defines a buisness that has a drag performance as a ""sexually oriented buisness"" and defines drag as a performance where a performer exhibits a gender identity different than their assigned gender at birth.",2,0,-99,legislative,"Patterson, Jared; Leo-Wilson, Terri; Metcalf, William; Wilson, Terry",GOP,public_presense,restricting,https://legiscan.com/TX/bill/HB643/2023,"Identical to HB708, HB1266, and SB476",Margot,0,restrictive,Public_Precence
TX,2023,public_trans_restriction,HB643,"Defines a buisness that has a drag performance as a ""sexually oriented buisness"" and defines drag as a performance where a performer exhibits a gender identity different than their assigned gender at birth.",2,0,-99,legislative,"Patterson, Jared; Leo-Wilson, Terri; Metcalf, William; Wilson, Terry",GOP,public_presense,restricting,https://legiscan.com/TX/bill/HB643/2023,"Identical to HB708, HB1266, and SB476",Margot,0,restrictive,Public_Precence
TX,2023,care_ban_minor,HB672,"Defines administering, supplying, consenting to, or assisting with gender affirming care on a minor as child abuse.  Also adds administering, supplying, consenting to, or assisting with gender affirming care on a minor to the criminal offense of endangering a child.",2,0,-99,legislative,"Hefner, Cole",GOP,medical,restricting,https://legiscan.com/TX/bill/HB672/2023,Part of this bill is identical to HB436.,Margot,0,restrictive,Health
TX,2023,lgbt_discrim_protect,HB689,A person is liable for up to $250 if they file a false police report against a person that is discriminatory on the grounds of sexual orientation or gender ideneity.,2,0,-99,legislative,"Rosenthal, Jon",DEM,discrimination,expanding,https://legiscan.com/TX/bill/HB689/2023,,Margot,0,expansive,Discrimination
TX,2023,inclusive_practices,HB690,"Creates an office with the goal of reducing violence against against individuals based on their actual or precieved sexual orientation, gender identity, or gender expression, among other things.",2,0,-99,legislative,"Rosenthal, Jon; Jones, Jolanda; et al.",DEM,other,expanding,https://legiscan.com/TX/bill/HB690/2023,,Margot,0,expansive,Other
TX,2023,lgbt_discrim_protect,HB725,"Bans discrimination against individuals based on gender identity or sexual orientation in criminal procedure, the family code, insurance, and employment by addiding those characteristics to existing anti-discrimination law.",2,0,-99,legislative,"Rose, Toni",DEM,discrimination,expanding,https://legiscan.com/TX/bill/HB725/2023,,Margot,0,expansive,Discrimination
TX,2023,birth_certificate_positive,HB752,Estaplishes a process for an individual to change their name/gender on their birth certificate.,2,0,-99,legislative,"Rosenthal, Jon; Morales Shaw, Penny",DEM,legal_recognition,expanding,https://legiscan.com/TX/bill/HB752/2023,Similar to HB1102.,Margot,0,expansive,Legal
TX,2023,care_ban_minor,HB776,"Bans gender affirming care for minors, but allows those already recieving hormone care to continue with hormone care.",2,0,-99,legislative,"Harrison, Brian",GOP,medical,restricting,https://legiscan.com/TX/bill/HB776/2023,,Margot,0,restrictive,Health
TX,2023,care_restriction_minor,HB776,"Bans gender affirming care for minors, but allows those already recieving hormone care to continue with hormone care.",2,0,-99,legislative,"Harrison, Brian",GOP,medical,restricting,https://legiscan.com/TX/bill/HB776/2023,,Margot,0,restrictive,Health
TX,2023,lgbt_discrim_protect,HB831,Bans discrimination against individuals based on gender identity or sexual orientation in insurance by addiding those characteristics to existing anti-discrimination law.,2,0,-99,legislative,"Johnson, Julie",DEM,discrimination,expanding,https://legiscan.com/TX/bill/HB831/2023,,Margot,0,expansive,Discrimination
TX,2023,lgbt_discrim_protect,HB850,"Bans discrimination against individuals based on gender identity or expression, or sexual orientation in many areas, including public accomadations, state contracting, employment, and housing by adding those characters to existing anti-discrimination laws.  Also establishes a cause of action in some cases.",2,0,-99,legislative,"Reynolds, Ron; Plesa, Mihaela; et al.",DEM,discrimination,expanding,https://legiscan.com/TX/bill/HB850/2023,"Very similar to HB256, except that HB256 uses ""gender identity"" instead of ""gender identity or expression.""",Margot,0,expansive,Discrimination
TX,2023,inclusive_practices,HB851,Creates a task force to study the legal and societal barriers to equality for transgender people.,2,0,-99,legislative,"Ron, Reynolds",DEM,other,expanding,https://legiscan.com/TX/bill/HB851/2023,,Margot,0,expansive,Other
TX,2023,liability_extension,HB888,States that healh care liability claims relating to gender affirming care on a minor must be brought before said minor's 25th birthday.,2,0,-99,legislative,"Slawson, Shelby; Leach, Jeff; et al.",GOP,medical,restricting,https://legiscan.com/TX/bill/HB888/2023,"Similar to SB1198, which extends period of liability to age 20.",Margot,0,restrictive,Health
TX,2023,forced_outing,HB890,Schools must inform a student's parents/guardians if there is a change in the monitoring relating to a students mental health.  This may function as forced outing.,3,0,-99,legislative,House Committee on Education,GOP,education,restricting,https://legiscan.com/TX/bill/HB890/2023,,Margot,1,restrictive,Education
TX,2023,discussion_ban,HB890,Prohibits instruction on sexual orientation or gender identity in grades pre-K through 12.,3,0,-99,legislative,House Committee on Education,GOP,education,restricting,https://legiscan.com/TX/bill/HB890/2023,,Margot,1,restrictive,Education
TX,2023,inclusive_practices,HB986,"Requires that when data is collected relating to public benefits programs, individuals should be asked about their gender identity and sexual orientation, among other things.",2,0,-99,legislative,"Rosenthal, Jon; Morales Shaw, Penny",DEM,other,expanding,https://legiscan.com/TX/bill/HB986/2023,,Margot,0,expansive,Other
TX,2023,inclusive_practices,HB1020,Requires that election workers recieve guidence on how to deal with trans voters who haven't gotten their legal identification updated yet.,2,0,-99,legislative,"Reynolds, Ron",DEM,other,expanding,https://legiscan.com/TX/bill/HB1020/2023,,Margot,0,expansive,Other
TX,2023,legal_recognition_positive,HB1020,Specifies that having identification that does not match one's gender presentation does not invalidate that identification in the context of voting.,2,0,-99,legislative,"Reynolds, Ron",DEM,,expanding,https://legiscan.com/TX/bill/HB1020/2023,,Margot,0,expansive,Other
TX,2023,care_restriction_adult,HB1029,Prohibits tax dollars from being used to fund gender affirming care.,2,0,-99,legislative,"Harrison, Brian",GOP,medical,restricting,https://legiscan.com/TX/bill/HB1029/2023,,Margot,0,restrictive,Health
TX,2023,birth_certificate_positive,HB1102,Estaplishes a process for an individual to change their name/gender on their birth certificate.,2,0,-99,legislative,"Rosenthal, Jon; Morales Shaw, Penny",DEM,legal_recognition,expanding,https://legiscan.com/TX/bill/HB1102/2023,Similar to HB752.,Margot,0,expansive,Legal
TX,2023,forced_outing,HB1155,Schools must inform a student's parents/guardians if there is a change in the monitoring relating to a students mental health.  This may function as forced outing.,2,0,-99,legislative,"Patterson, Jared; Hefner, Cole; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/HB1155/2023,,Margot,0,restrictive,Education
TX,2023,discussion_ban,HB1155,Prohibits instruction on sexual orientation or gender identity in grades K-8.,2,0,-99,legislative,"Patterson, Jared; Hefner, Cole; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/HB1155/2023,,Margot,0,restrictive,Education
TX,2023,discussion_restriction,HB1155,"Prohibits school instruction on sexual orientation or gender identity that is not ""age-appropriate.""",2,0,-99,legislative,"Patterson, Jared; Hefner, Cole; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/HB1155/2023,,Margot,0,restrictive,Education
TX,2023,care_ban_minor,HB1532,Bans gender affirming care for minors and defines it as child abuse.,2,0,-99,legislative,"Schatzline, Nate",GOP,medical,restricting,https://legiscan.com/TX/bill/HB1532/2023,"The care ban part of this bill is very similar/identical to other care bans in Texas, and the child abuse part of this bill is very similar to other GAC child abuse bills in Texas.",Margot,0,restrictive,Health
TX,2023,liability_extension,HB1532,Prevents liability insurance for health care providers from providing coverage related to the performing of gender affirming care for minors.,2,0,-99,legislative,"Schatzline, Nate",GOP,medical,restricting,https://legiscan.com/TX/bill/HB1532/2023,"The care ban part of this bill is very similar/identical to other care bans in Texas, and the child abuse part of this bill is very similar to other GAC child abuse bills in Texas.",Margot,0,restrictive,Health
TX,2023,lgbt_veterans_recognition,HB1534,Recognized those discharged from the military due to sexual orientation as being honorably discharged.,2,0,-99,legislative,"Gervin-Hawkings, Barbara; Garcia, Josey; Plesa, Mihaela; Morales Shaw, Penny",DEM,other,expanding,https://legiscan.com/TX/bill/HB1534/2023,,Margot,0,expansive,Other
TX,2023,forced_outing,HB1541,"Schools must inform a student's parents/guardians if there is a change in the monitoring relating to a students mental health.  This may function as forced outing.  Violators must be fired, and their districts have civil liability.",2,0,-99,legislative,"Toth, Steve; Bumgarner, Ben; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/HB1541/2023,,Margot,0,restrictive,Education
TX,2023,discussion_ban,HB1541,Prohibits instruction on sexual orientation or gender identity in grades K-8.,2,0,-99,legislative,"Toth, Steve; Bumgarner, Ben; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/HB1541/2023,,Margot,0,restrictive,Education
TX,2023,discussion_restriction,HB1541,"Prohibits school instruction on sexual orientation or gender identity that is not ""age-appropriate.""",2,0,-99,legislative,"Toth, Steve; Bumgarner, Ben; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/HB1541/2023,,Margot,0,restrictive,Education
TX,2023,inclusive_language,HB1685,Changes language in marraige law to be gender neutral.,2,0,-99,legislative,"Hernandez, Ana",DEM,other,expanding,https://legiscan.com/TX/bill/HB1685/2023,,Margot,0,expansive,Other
TX,2023,care_ban_minor,HB1752,"Creates civil liability for performing, aiding or abetting gender affirming care on minors.  This includes out of state gender affirming care to the maximum extent that the law allows.  Also appears to states that no state court may strike down sections of this law.",2,0,-99,legislative,"Toth, Steve; Bumgarner, Ben; et al.",GOP,medical,restricting,https://legiscan.com/TX/bill/HB1752/2023,Similar to HB21 in the second special session.,Margot,0,restrictive,Health
TX,2023,lgbt_discrim_protect,HB1806,"Bans discrimination against individuals based on gender identity or expression, or sexual orientation in employment.",2,0,-99,legislative,"Morales Shaw, Penny; Bowers, Rhetta; et al.",DEM,discrimination,expanding,https://legiscan.com/TX/bill/HB1806/2023,,Margot,0,expansive,Discrimination
TX,2023,care_restriction_minor,HB1898,Bans grant funding of gender affirming mental health treatment at hospitals.,2,0,-99,legislative,Committee on Health and Human Services,GOP,medical,restricting,https://legiscan.com/TX/bill/HB1898/2023,Original bill was bipartisan and didn't have language on gac.  Committee added language on gac.,Margot,0,restrictive,Health
TX,2023,discussion_restriction,HB1938,"Defines teaching students that being gay is normal as sexual grooming, and that parents who determine their child is being sexually groomed may use state funds to transfer to a different public or private school.",2,0,-99,legislative,"Stucky, Lynn; Bumgarner, Ben; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/HB1938/2023,,Margot,0,restrictive,Education
TX,2023,inclusive_practices,HB1946,States that gender identity and sexual orientation should be collected from individuals in cases pertaining to certain public benefits programs.,2,0,-99,legislative,"Rosenthal, Jon; Morales Shaw, Penny",DEM,other,expanding,https://legiscan.com/TX/bill/HB1946/2023,,Margot,0,expansive,Other
TX,2023,care_restriction_adult,HB2116,Individuals of all ages must have a psychological examination before recieving gender affirming care.,2,0,-99,legislative,"Bumgarner, Ben",GOP,medical,restricting,https://legiscan.com/TX/bill/HB2116/2023,,Margot,0,restrictive,Health
TX,2023,inclusive_practices,HB2182,Defines LGBTQ+ owned buisnesses as historically underutalized buisnesses for the purposes of state contracting.,2,0,-99,legislative,"Gonzalez, Jessica; Morales Shaw, Penny",DEM,other,expanding,https://legiscan.com/TX/bill/HB2182/2023,Identical to SB877.,Margot,0,expansive,Other
TX,2023,inclusive_practices,HB2563,"Creates a commission to study disparaties in health care for Asian Americans and Pacific Islanders, including gender affirming care.",2,0,-99,legislative,"Vo, Hubert",DEM,other,expanding,https://legiscan.com/TX/bill/HB2563/2023,,Margot,0,expansive,Other
TX,2023,school_accom_restriction,HB2722,Requires that accomadations must be made for students who wish to use bathrooms/locker rooms that are segregated by assigned gender at birth.,2,0,-99,legislative,"Schaefer, Matt",GOP,education,restricting,https://legiscan.com/TX/bill/HB2722/2023,Identical to HB5256,Margot,0,restrictive,Education
TX,2023,prison_sentence_restriction,HB2862,Requires that inmate housing correspond to assigned gender at birth.,2,0,-99,legislative,"Swanson, Valoree",GOP,public_presense,restricting,https://legiscan.com/TX/bill/HB2862/2023,,Margot,0,restrictive,Public_Precence
TX,2023,deny_healthcare_beliefs,HB3082,Requires that pharmacies/pharmacists may not be punished for refusing to provide/sell a drug that conflicts with their religous or moral beliefs.,2,0,-99,legislative,"Hayes, Richard",GOP,medical,restricting,https://legiscan.com/TX/bill/HB3082/2023,,Margot,0,restrictive,Health
TX,2023,prison_sentence_restriction,HB3147,Requires that inmate housing correspond to assigned gender at birth for both adults and juveniles.,2,0,-99,legislative,"Swanson, Valoree; Slawson, Shelby; et al.",GOP,public_presense,restricting,https://legiscan.com/TX/bill/HB3147/2023,,Margot,0,restrictive,Public_Precence
TX,2023,dei_school_ban,HB3164,"Bans DEI offices at institutions of higher education, and defines DEI offices as an office that, among other things, conducts trainings relating to sexual orientation of gender identity or promotes ""transgender ideology,"" ""neo-pronouns,"" or ""gender theory""",2,0,-99,legislative,"Tepper, Carl; Noble, Candy; et al.",GOP,education,restricting,https://legiscan.com/TX/bill/HB3164/2023,,Margot,0,restrictive,Education
TX,2023,prison_sentence_restriction,HB3213,Requires that inmate housing correspond to assigned gender at birth for juviniles.,2,0,-99,legislative,"Swanson, Valoree",GOP,public_presense,restricting,https://legiscan.com/TX/bill/HB3213/2023,,Margot,0,restrictive,Public_Precence
TX,2023,drag_restriction,HB3240,Mandates that a buisness' alchoholic beverages pemit be suspended if they hold a drag performance in the presense of minors.,2,0,-99,legislative,"Shaheen, Matthew",GOP,public_presense,restricting,https://legiscan.com/TX/bill/HB3240/2023,Functionally identical to HB3360.,Margot,0,restrictive,Public_Precence
TX,2023,inclusive_practices,HB3330,"Creates a task force to analyze the gender identity and sexual orientation of reported missing children wiht intellectual dissabilities, among other things.",2,0,-99,legislative,"Sherman, Carl",DEM,other,expanding,https://legiscan.com/TX/bill/HB3330/2023,,Margot,0,expansive,Other
TX,2023,care_restriction_adult,HB3502,Any insurer who covers gender affirming care must also cover detransition care as well as care for any negative effects of gender affirming care.,2,0,-99,legislative,"Leach, Jeff; Oliverson, Tom; et al.",GOP,medical,restricting,https://legiscan.com/TX/bill/HB3502/2023,,Margot,0,restrictive,Health
